0,6,6,6,6,6,6,6
6,0,1,2,3,4,5,5
6,1,0,1,2,3,4,4
6,2,1,0,1,2,3,3
6,3,2,1,0,1,2,2
6,4,3,2,1,0,1,1
6,5,4,3,2,1,0,1
6,5,4,3,2,1,1,0
