0,3,3,3,3,3,3,3,3,3,4
3,0,1,1,1,1,1,5,2,4,4
3,1,0,1,1,1,1,5,2,4,4
3,1,1,0,1,1,1,5,2,4,4
3,1,1,1,0,1,1,5,2,4,4
3,1,1,1,1,0,1,5,2,4,4
3,1,1,1,1,1,0,5,2,4,4
3,5,5,5,5,5,5,0,2,4,4
3,2,2,2,2,2,2,2,0,4,4
3,4,4,4,4,4,4,4,4,0,4
4,4,4,4,4,4,4,4,4,4,0
